address,sqft,baths,beds,brokerName,has3DModel,hasImage,hasVideo,homeStatus,homeType,isFeatured,isShowcaseListing,is_FSBA,is_bankOwned,is_forAuction,is_newHome,is_openHouse,lotAreaUnit,lotAreaValue,price,priceLabel,priceChange,priceReduction,currency,rentZestimate,streetAddress,city,state,zipcode,country,taxAssessedValue,zestimate,zpid,latitude,longitude,marketingStatusSimplifiedCd,statusText,timeOnZillow,detailUrl,imgSrc
"11227 E 48th St, Kansas City, MO 64133",1972,2,3,NextHome Vibe Real Estate,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,TRUE,,,,TRUE,acres,0.401,258000,$258K,,,USD,1753,11227 E 48th St,Kansas City,MO,64133,USA,123000,260100,2364830,39.034397,-94.44568,For Sale by Agent,House for sale,174046000,/homedetails/11227-E-48th-St-Kansas-City-MO-64133/2364830_zpid/,https://photos.zillowstatic.com/fp/7c8be76eeb06a0c717275e9d0f3a424b-p_e.jpg
"6300 E 101st St, Kansas City, MO 64134",1248,2,3,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.232,175000,$175K,,,USD,1446,6300 E 101st St,Kansas City,MO,64134,USA,98000,176000,2434926,38.94202,-94.5152,For Sale by Agent,House for sale,216663000,/homedetails/6300-E-101st-St-Kansas-City-MO-64134/2434926_zpid/,https://photos.zillowstatic.com/fp/3d7202d389c3dc66b8456bf7fffb7664-p_e.jpg
"630 NW 110th St, Kansas City, MO 64155",1444,3,3,Compass Realty Group,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.115,240000,$240K,,,USD,2043,630 NW 110th St,Kansas City,MO,64155,USA,71210,234900,337750983,39.294163,-94.58732,For Sale by Agent,House for sale,1253441000,/homedetails/630-NW-110th-St-Kansas-City-MO-64155/337750983_zpid/,https://photos.zillowstatic.com/fp/fed3ec5de052423fb4825a50aedffe57-p_e.jpg
"1001 NW 70th St, Kansas City, MO 64118",2280,2,4,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.34,265000,$265K,,,USD,1904,1001 NW 70th St,Kansas City,MO,64118,USA,35780,260800,66414438,39.221207,-94.59173,For Sale by Agent,House for sale,1167029000,/homedetails/1001-NW-70th-St-Kansas-City-MO-64118/66414438_zpid/,https://photos.zillowstatic.com/fp/7192bae794697e2ad92ca33089a045d4-p_e.jpg
"9705 Belmont Ave, Kansas City, MO 64134",1104,2,3,Van Noy Real Estate,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.225,170000,$170K,,,USD,1407,9705 Belmont Ave,Kansas City,MO,64134,USA,74000,169600,2434286,38.94737,-94.51673,For Sale by Agent,House for sale,303031000,/homedetails/9705-Belmont-Ave-Kansas-City-MO-64134/2434286_zpid/,https://photos.zillowstatic.com/fp/287d753bfbdf1162cd9478e0b026d128-p_e.jpg
"543 NW 110th Ter, Kansas City, MO 64155",2331,3,4,RE/MAX Heritage,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,TRUE,,,,TRUE,acres,0.23,450000,$450K,,,USD,2718,543 NW 110th Ter,Kansas City,MO,64155,USA,70890,453700,126305121,39.294334,-94.588234,For Sale by Agent,House for sale,130229000,/homedetails/543-NW-110th-Ter-Kansas-City-MO-64155/126305121_zpid/,https://photos.zillowstatic.com/fp/dc89cf507dcb71a712b66c0bbf1c86ed-p_e.jpg
"5414 NE 49th St, Kansas City, MO 64119",1840,2,3,Keller Williams Southland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.5,279500,$280K,,,USD,1597,5414 NE 49th St,Kansas City,MO,64119,USA,29260,285000,66435420,39.18301,-94.51588,For Sale by Agent,House for sale,43827000,/homedetails/5414-NE-49th-St-Kansas-City-MO-64119/66435420_zpid/,https://photos.zillowstatic.com/fp/72bf1debc71f0a1d2ed5d34323ee5d04-p_e.jpg
"Woodland Ave #12822, Kansas City, MO 64145",3349,3,5,ReeceNichols - Eastland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.36,550000,$550K,,,USD,,Woodland Ave #12822,Kansas City,MO,64145,USA,,,402438702,39.10683,-94.56006,For Sale by Agent,House for sale,48032000,/homedetails/Woodland-Ave-12822-Kansas-City-MO-64145/402438702_zpid/,https://photos.zillowstatic.com/fp/91098aa0f64f48c60f7903e87c1d9de5-p_e.jpg
"4015 E Red Bridge Rd, Kansas City, MO 64137",1948,3,3,RE/MAX State Line,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.397,289000,$289K,,,USD,1567,4015 E Red Bridge Rd,Kansas City,MO,64137,USA,141000,292700,2467092,38.92401,-94.542114,For Sale by Agent,House for sale,46233000,/homedetails/4015-E-Red-Bridge-Rd-Kansas-City-MO-64137/2467092_zpid/,https://photos.zillowstatic.com/fp/93be1073069f853b523ca88c6d92907e-p_e.jpg
"11400 N Wayne Ave, Kansas City, MO 64155",1715,2,3,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.45,335000,$335K,,,USD,2033,11400 N Wayne Ave,Kansas City,MO,64155,USA,43660,337300,66401432,39.30017,-94.55918,For Sale by Agent,House for sale,216663000,/homedetails/11400-N-Wayne-Ave-Kansas-City-MO-64155/66401432_zpid/,https://photos.zillowstatic.com/fp/fbd023997a2eee4e6367fa6b3761b2ee-p_e.jpg
"6823 Winchester Ave, Kansas City, MO 64133",876,1,2,KW KANSAS CITY METRO,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.68,195000,$195K,,,USD,1150,6823 Winchester Ave,Kansas City,MO,64133,USA,51000,193800,2411350,39.000957,-94.504845,For Sale by Agent,House for sale,358535000,/homedetails/6823-Winchester-Ave-Kansas-City-MO-64133/2411350_zpid/,https://photos.zillowstatic.com/fp/98b6e9c03340b24987edd94d1a4a6b47-p_e.jpg
"10921 N Brooklyn Ave, Kansas City, MO 64155",2743,4,4,Compass Realty Group,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.24,489000,$489K,,,USD,2952,10921 N Brooklyn Ave,Kansas City,MO,64155,USA,71670,494500,71165778,39.29198,-94.550606,For Sale by Agent,House for sale,43827000,/homedetails/10921-N-Brooklyn-Ave-Kansas-City-MO-64155/71165778_zpid/,https://photos.zillowstatic.com/fp/a233cd93319afbb9da15f48af4b94caa-p_e.jpg
"3641 N Walnut St, Kansas City, MO 64116",2324,2,3,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.22,300000,$300K,,,USD,2007,3641 N Walnut St,Kansas City,MO,64116,USA,43800,303300,66446568,39.162354,-94.58053,For Sale by Agent,House for sale,8435000,/homedetails/3641-N-Walnut-St-Kansas-City-MO-64116/66446568_zpid/,https://photos.zillowstatic.com/fp/d9e589c4600417ed07ad9fe329a9dda9-p_e.jpg
"5020 N Kensington Ave, Kansas City, MO 64119",1872,2,4,Hagen Realty KC LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.2,240000,$240K,,,USD,1567,5020 N Kensington Ave,Kansas City,MO,64119,USA,23670,240900,66435093,39.186256,-94.52814,For Sale by Agent,House for sale,25854000,/homedetails/5020-N-Kensington-Ave-Kansas-City-MO-64119/66435093_zpid/,https://photos.zillowstatic.com/fp/0e30798a38e7a305fa2c75f2dd1604dd-p_e.jpg
"9009 E 90th Ter, Kansas City, MO 64138",2124,3,3,KW Diamond Partners,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.185,195000,$195K,,,USD,1460,9009 E 90th Ter,Kansas City,MO,64138,USA,108000,199400,2438094,38.958717,-94.47959,For Sale by Agent,House for sale,346244000,/homedetails/9009-E-90th-Ter-Kansas-City-MO-64138/2438094_zpid/,https://photos.zillowstatic.com/fp/067137b0a8f708dc07d200e4178ee182-p_e.jpg
"7914 Ward Parkway Pl, Kansas City, MO 64114",1197,2,3,ReeceNichols - Overland Park,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.241,325000,$325K,,,USD,1898,7914 Ward Parkway Pl,Kansas City,MO,64114,USA,159000,330200,2426474,38.98453,-94.60433,For Sale by Agent,House for sale,216663000,/homedetails/7914-Ward-Parkway-Pl-Kansas-City-MO-64114/2426474_zpid/,https://photos.zillowstatic.com/fp/9d202e99506c84c36f60ad3cc991450c-p_e.jpg
"8204 E 106th St, Kansas City, MO 64134",1258,2,3,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.23,159900,$160K,,,USD,1232,8204 E 106th St,Kansas City,MO,64134,USA,89000,162300,2442585,38.932976,-94.49367,For Sale by Agent,House for sale,34567000,/homedetails/8204-E-106th-St-Kansas-City-MO-64134/2442585_zpid/,https://photos.zillowstatic.com/fp/0476c4a1915c212fc31c50a1ab4c9088-p_e.jpg
"5813 NW Klamm Dr, Kansas City, MO 64151",2180,3,3,Realty ONE Group Esteem,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.26,327000,$327K,,,USD,2156,5813 NW Klamm Dr,Kansas City,MO,64151,USA,198494,317300,2492726,39.21613,-94.64791,For Sale by Agent,House for sale,3154218000,/homedetails/5813-NW-Klamm-Dr-Kansas-City-MO-64151/2492726_zpid/,https://photos.zillowstatic.com/fp/8a18d9f7143f54458f3a7326df7aff9e-p_e.jpg
"4935 N Troost Ave, Kansas City, MO 64118",2751,2,4,KW Diamond Partners,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.57,330000,$330K,,,USD,2428,4935 N Troost Ave,Kansas City,MO,64118,USA,36970,331800,66423544,39.18421,-94.56693,For Sale by Agent,House for sale,188452000,/homedetails/4935-N-Troost-Ave-Kansas-City-MO-64118/66423544_zpid/,https://photos.zillowstatic.com/fp/056c5266e29ae8e915c498abd9cdf000-p_e.jpg
"4844 Overton Ave, Kansas City, MO 64133",1384,2,3,Premium Realty Group LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.183,145000,$145K,,,USD,1378,4844 Overton Ave,Kansas City,MO,64133,USA,85000,143900,2364329,39.034214,-94.46524,For Sale by Agent,House for sale,17435000,/homedetails/4844-Overton-Ave-Kansas-City-MO-64133/2364329_zpid/,https://photos.zillowstatic.com/fp/ee73b1d2de5110fdf7794f1bd2d38eed-p_e.jpg
"3341 Chestnut Ave, Kansas City, MO 64128",1366,1,3,"Real Broker, LLC-MO",FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.106,100000,$100K,,,USD,1314,3341 Chestnut Ave,Kansas City,MO,64128,USA,32000,98500,2333536,39.06482,-94.55046,For Sale by Agent,House for sale,16548000,/homedetails/3341-Chestnut-Ave-Kansas-City-MO-64128/2333536_zpid/,https://photos.zillowstatic.com/fp/2763644c136f8f52b1464c9ad547b160-p_e.jpg
"607 E 110th Ter, Kansas City, MO 64131",1802,2,4,Keller Williams Southland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.217,352500,$353K,,,USD,2050,607 E 110th Ter,Kansas City,MO,64131,USA,143000,360000,2470693,38.926987,-94.5848,For Sale by Agent,House for sale,2130000,/homedetails/607-E-110th-Ter-Kansas-City-MO-64131/2470693_zpid/,https://photos.zillowstatic.com/fp/e122bd675d277b818e893b13df6f505c-p_e.jpg
"6707 Linden Rd, Kansas City, MO 64113",1342,1,3,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.136,350000,$350K,,,USD,2069,6707 Linden Rd,Kansas City,MO,64113,USA,218000,365500,2414599,39.006996,-94.589645,For Sale by Agent,House for sale,216663000,/homedetails/6707-Linden-Rd-Kansas-City-MO-64113/2414599_zpid/,https://photos.zillowstatic.com/fp/ae2d898236b0a4c8c0f32a0301b4fc82-p_e.jpg
"5146 Brooklyn Ave, Kansas City, MO 64130",1344,2,3,ReeceNichols - Leawood,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.139,175000,$175K,,,USD,1462,5146 Brooklyn Ave,Kansas City,MO,64130,USA,75000,173400,2348231,39.03229,-94.55984,For Sale by Agent,House for sale,326437000,/homedetails/5146-Brooklyn-Ave-Kansas-City-MO-64130/2348231_zpid/,https://photos.zillowstatic.com/fp/dd2bdb5a3309fbfb3a3c20edf279b728-p_e.jpg
"425 E 69th Ter, Kansas City, MO 64131",1385,2,4,KW KANSAS CITY METRO,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.129,385000,$385K,,,USD,2350,425 E 69th Ter,Kansas City,MO,64131,USA,201000,390100,2418146,39.00162,-94.58322,For Sale by Agent,House for sale,216663000,/homedetails/425-E-69th-Ter-Kansas-City-MO-64131/2418146_zpid/,https://photos.zillowstatic.com/fp/ec1b1f7d37c4ebe739c32338f19ee1ca-p_e.jpg
"1028 W 41st St, Kansas City, MO 64111",1696,2,3,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.069,324000,$324K,,,USD,1949,1028 W 41st St,Kansas City,MO,64111,USA,178000,333700,2343878,39.054844,-94.598495,For Sale by Agent,House for sale,24039000,/homedetails/1028-W-41st-St-Kansas-City-MO-64111/2343878_zpid/,https://photos.zillowstatic.com/fp/654915b5824cdede8a0a27f84609a61e-p_e.jpg
"340 N Belmont Blvd, Kansas City, MO 64123",925,1,2,Realty Professionals Heartland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.091,109900,$110K,,,USD,1200,340 N Belmont Blvd,Kansas City,MO,64123,USA,42000,108800,2282472,39.1154,-94.50958,For Sale by Agent,House for sale,11141000,/homedetails/340-N-Belmont-Blvd-Kansas-City-MO-64123/2282472_zpid/,https://photos.zillowstatic.com/fp/4d0b6dbe036596b94bc6ef2e4f62f95e-p_e.jpg
"449 Wallace Ave, Kansas City, MO 64125",662,1,2,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.08,42000,$42K,,,USD,974,449 Wallace Ave,Kansas City,MO,64125,USA,28000,40400,2289881,39.10756,-94.48287,For Sale by Agent,House for sale,4229000,/homedetails/449-Wallace-Ave-Kansas-City-MO-64125/2289881_zpid/,https://photos.zillowstatic.com/fp/7b2e0377938c23d2ce12a4696688e2ad-p_e.jpg
"7604 NE 74th Ter, Kansas City, MO 64158",3156,4,4,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.2,420000,$420K,,,USD,2619,7604 NE 74th Ter,Kansas City,MO,64158,USA,62450,426900,66427174,39.227757,-94.490135,For Sale by Agent,House for sale,18935000,/homedetails/7604-NE-74th-Ter-Kansas-City-MO-64158/66427174_zpid/,https://photos.zillowstatic.com/fp/8bb95d877271b4aeda5ae6c24ae0c545-p_e.jpg
"9300 Stubbs Rd, Kansas City, MO 64138",1686,2,3,REO Xpress LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.893,165000,$165K,,,USD,1641,9300 Stubbs Rd,Kansas City,MO,64138,USA,107000,164700,2441480,38.95374,-94.45595,For Sale by Agent,House for sale,603353000,/homedetails/9300-Stubbs-Rd-Kansas-City-MO-64138/2441480_zpid/,https://photos.zillowstatic.com/fp/ff111425d75441cdc6e06627357b2028-p_e.jpg
"2509 NE 46th Ter, Kansas City, MO 64116",828,1,2,PRIORITY ONE REALTY,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.27,207500,$208K,,,USD,1161,2509 NE 46th Ter,Kansas City,MO,64116,USA,16990,208500,66445541,39.178123,-94.55004,For Sale by Agent,House for sale,17435000,/homedetails/2509-NE-46th-Ter-Kansas-City-MO-64116/66445541_zpid/,https://photos.zillowstatic.com/fp/e47ad132337cfb090e3c7022d6b12a64-p_e.jpg
"628 E 72nd Ter, Kansas City, MO 64131",1753,2,3,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.167,385000,$385K,,,USD,2400,628 E 72nd Ter,Kansas City,MO,64131,USA,255000,379100,2419888,38.996582,-94.580894,For Sale by Agent,House for sale,1320031000,/homedetails/628-E-72nd-Ter-Kansas-City-MO-64131/2419888_zpid/,https://photos.zillowstatic.com/fp/5e1f29fd150d9b6085506481233ede69-p_e.jpg
"2903 E 107th Ter, Kansas City, MO 64137",2544,3,4,EXP Realty LLC,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,TRUE,TRUE,,,,TRUE,acres,0.323,289900,$290K,-5100,"$5,100 (Jul 21)",USD,1949,2903 E 107th Ter,Kansas City,MO,64137,USA,145000,283600,2466946,38.93153,-94.55483,For Sale by Agent,House for sale,1387532000,/homedetails/2903-E-107th-Ter-Kansas-City-MO-64137/2466946_zpid/,https://photos.zillowstatic.com/fp/a94b1312a0414e3bd09ce42cb32e3fe6-p_e.jpg
"8518 NE 109th Ter, Kansas City, MO 64157",1850,3,3,RE/MAX Partners,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.34,320000,$320K,,,USD,1890,8518 NE 109th Ter,Kansas City,MO,64157,USA,40950,322300,66405587,39.291756,-94.47736,For Sale by Agent,House for sale,220835000,/homedetails/8518-NE-109th-Ter-Kansas-City-MO-64157/66405587_zpid/,https://photos.zillowstatic.com/fp/01f19e9f1eed1522866e033d08004c18-p_e.jpg
"412 E 90th St, Kansas City, MO 64131",2035,3,3,ReeceNichols - Country Club Pl,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.246,295000,$295K,,,USD,1951,412 E 90th St,Kansas City,MO,64131,USA,182000,304500,2429027,38.965023,-94.585175,For Sale by Agent,House for sale,216663000,/homedetails/412-E-90th-St-Kansas-City-MO-64131/2429027_zpid/,https://photos.zillowstatic.com/fp/68492ebde60bf9ce4d523064f4fd47ee-p_e.jpg
"8509 Wornall Rd, Kansas City, MO 64114",925,1,3,ReeceNichols - Eastland,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.143,230000,$230K,,,USD,1530,8509 Wornall Rd,Kansas City,MO,64114,USA,118000,235800,2428226,38.973396,-94.594864,For Sale by Agent,House for sale,185425000,/homedetails/8509-Wornall-Rd-Kansas-City-MO-64114/2428226_zpid/,https://photos.zillowstatic.com/fp/b78695963577875632aec8f74f8ffd22-p_e.jpg
"9100 N Lewis Ave, Kansas City, MO 64157",4072,5,5,Keller Williams KC North,TRUE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.3,575000,$575K,,,USD,3780,9100 N Lewis Ave,Kansas City,MO,64157,USA,95650,577500,71155308,39.257263,-94.476135,For Sale by Agent,House for sale,269143000,/homedetails/9100-N-Lewis-Ave-Kansas-City-MO-64157/71155308_zpid/,https://photos.zillowstatic.com/fp/72ada29845c5250478ec7bc2301c6abd-p_e.jpg
"11906 E 59th St, Kansas City, MO 64133",2363,3,5,RE/MAX Innovations,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.37,319900,$320K,,,USD,1889,11906 E 59th St,Kansas City,MO,64133,USA,162000,323500,2375290,39.01516,-94.44063,For Sale by Agent,House for sale,562267000,/homedetails/11906-E-59th-St-Kansas-City-MO-64133/2375290_zpid/,https://photos.zillowstatic.com/fp/6e6bdd2e8a8e39faf1a3c2dc3dea1532-p_e.jpg
"7805 Pennsylvania Ave, Kansas City, MO 64114",1136,2,3,1st Class Real Estate KC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.136,325000,$325K,,,USD,1798,7805 Pennsylvania Ave,Kansas City,MO,64114,USA,140000,332900,2426182,38.98669,-94.596245,For Sale by Agent,House for sale,189031000,/homedetails/7805-Pennsylvania-Ave-Kansas-City-MO-64114/2426182_zpid/,https://photos.zillowstatic.com/fp/7156d90b423a5e2fbb633364d6f1d5db-p_e.jpg
"5620 Ridgeway Ave, Kansas City, MO 64133",2172,3,4,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.204,300000,$300K,,,USD,1562,5620 Ridgeway Ave,Kansas City,MO,64133,USA,123000,307100,2375035,39.019333,-94.44336,For Sale by Agent,House for sale,183045000,/homedetails/5620-Ridgeway-Ave-Kansas-City-MO-64133/2375035_zpid/,https://photos.zillowstatic.com/fp/504b3f5474ac11781624c16ccabd8e4a-p_e.jpg
"11010 McGee St, Kansas City, MO 64114",2280,3,4,ReeceNichols - Lees Summit,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.3,330000,$330K,-20000,"$20,000 (Jul 26)",USD,2450,11010 McGee St,Kansas City,MO,64114,USA,144000,317300,2470961,38.9274,-94.589096,For Sale by Agent,House for sale,1944631000,/homedetails/11010-McGee-St-Kansas-City-MO-64114/2470961_zpid/,https://photos.zillowstatic.com/fp/3aa561664b9e858f14383d98422a0542-p_e.jpg
"7521 NE 85th Ter, Kansas City, MO 64157",4579,4,4,RE/MAX Revolution Liberty,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.31,514500,$515K,,,USD,3183,7521 NE 85th Ter,Kansas City,MO,64157,USA,80220,521300,66424271,39.247448,-94.48981,For Sale by Agent,House for sale,2130000,/homedetails/7521-NE-85th-Ter-Kansas-City-MO-64157/66424271_zpid/,https://photos.zillowstatic.com/fp/408501bcab94f7ba58a4801716c248b8-p_e.jpg
"10608 Walrond Ave, Kansas City, MO 64137",1684,3,4,Chartwell Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,TRUE,acres,0.283,265000,$265K,,,USD,1803,10608 Walrond Ave,Kansas City,MO,64137,USA,95000,267100,2435954,38.93345,-94.5539,For Sale by Agent,House for sale,105641000,/homedetails/10608-Walrond-Ave-Kansas-City-MO-64137/2435954_zpid/,https://photos.zillowstatic.com/fp/849948a0af4d9247916ac4a629d939d8-p_e.jpg
"5239 N Virginia Ave, Kansas City, MO 64118",2271,3,3,Realty Platinum Professionals,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,,TRUE,,,,acres,0.23,274900,$275K,,,USD,1880,5239 N Virginia Ave,Kansas City,MO,64118,USA,33420,277400,66422928,39.190212,-94.56376,Non Owner Occupied,Foreclosure,84629000,/homedetails/5239-N-Virginia-Ave-Kansas-City-MO-64118/66422928_zpid/,https://photos.zillowstatic.com/fp/ef5f8cf465b6a6c128b21472cf6c2b88-p_e.jpg
"8812 Everett St, Kansas City, MO 64138",2058,3,4,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.273,300000,$300K,,,USD,1492,8812 Everett St,Kansas City,MO,64138,USA,109000,307600,2439477,38.963676,-94.48737,For Sale by Agent,House for sale,92730000,/homedetails/8812-Everett-St-Kansas-City-MO-64138/2439477_zpid/,https://photos.zillowstatic.com/fp/e7a087384566d773d80c98cee3b5b2db-p_e.jpg
"3608 NE 78th St, Kansas City, MO 64119",2080,3,3,Parkway Real Estate LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.2,279000,$279K,,,USD,1830,3608 NE 78th St,Kansas City,MO,64119,USA,36390,271300,66425319,39.23552,-94.53554,For Sale by Agent,House for sale,1257644000,/homedetails/3608-NE-78th-St-Kansas-City-MO-64119/66425319_zpid/,https://photos.zillowstatic.com/fp/53bbcc940d03c0af74d63601f9edb6af-p_e.jpg
"8007 Blue Ridge Blvd, Kansas City, MO 64138",1572,2,3,Keller Williams KC North,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.46,200000,$200K,,,USD,3273,8007 Blue Ridge Blvd,Kansas City,MO,64138,USA,98000,194500,2407477,38.977684,-94.48875,For Sale by Agent,House for sale,2583867000,/homedetails/8007-Blue-Ridge-Blvd-Kansas-City-MO-64138/2407477_zpid/,https://photos.zillowstatic.com/fp/3f369ad1eca4f4700f724fb17e0a700c-p_e.jpg
"9206 Cleveland Ave, Kansas City, MO 64132",1306,2,3,1st Class Real Estate KC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.677,147000,$147K,,,USD,1412,9206 Cleveland Ave,Kansas City,MO,64132,USA,74000,145200,2433575,38.95957,-94.54425,For Sale by Agent,House for sale,648637000,/homedetails/9206-Cleveland-Ave-Kansas-City-MO-64132/2433575_zpid/,https://photos.zillowstatic.com/fp/4ad4a8be33a0c881e2947fd78e63ffca-p_e.jpg
"6200 E Red Bridge Rd, Kansas City, MO 64134",1756,2,3,Platinum Realty LLC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,0.37,200000,$200K,,,USD,1379,6200 E Red Bridge Rd,Kansas City,MO,64134,USA,95000,198600,2465147,38.92388,-94.519455,For Sale by Agent,House for sale,85538000,/homedetails/6200-E-Red-Bridge-Rd-Kansas-City-MO-64134/2465147_zpid/,https://photos.zillowstatic.com/fp/01afbe1f6bbb0d634e980da8e87a22ad-p_e.jpg
"3303 NE 43rd St, Kansas City, MO 64117",1801,3,3,1st Class Real Estate KC,FALSE,TRUE,FALSE,FOR_SALE,SINGLE_FAMILY,FALSE,FALSE,TRUE,,,,,acres,1.05,325000,$325K,,,USD,1896,3303 NE 43rd St,Kansas City,MO,64117,USA,29070,316000,66449807,39.170986,-94.54099,For Sale by Agent,House for sale,2467398000,/homedetails/3303-NE-43rd-St-Kansas-City-MO-64117/66449807_zpid/,https://photos.zillowstatic.com/fp/e9fca92443c996c3293f18add42aaea2-p_e.jpg
